passport,name,surname,flight_number,flight_date,airplane_license,airplane_model,airline_name,departure_airport,dep_city,dep_country,arrival_airport,arr_city,arr_country,baggage_belt,seat_number,flight_crew_license,flight_crew_role,flight_status_date,flight_status_hour,flight_status
LK9957129,Thomas,Rivera,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,22E,FWL2584,Captain,2025-07-05,04:19:10,delayed
TZ2854472,Kristen,Griffith,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,15D,FWL5593,First Officer,2025-07-28,08:39:57,delayed
TZ4025555,Derek,Valdez,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,16A,FWL8417,First Officer,2025-08-08,18:18:12,deviated
TT5117838,James,Miranda,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,2E,FWL8750,Captain,2025-07-09,12:09:18,on time
TI5633162,Steven,Nelson,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,16E,FWL8869,Captain,2025-08-01,16:03:49,departed
GU0778368,Melissa,Roberson,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,19B,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
WE2738720,Ronald,Miller,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,13F,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
IC6364630,Christopher,Malone,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,13D,FWL2661,First Officer,2025-07-05,09:56:15,canceled
CB1662644,Marvin,Ware,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,13C,FWL1999,Captain,2025-08-13,04:49:16,on time
DG6851882,Yesenia,Henderson,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,5B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
FL2283554,Daniel,Cline,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,23F,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
RG3913362,Emily,Shea,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,7B,FWL2584,Captain,2025-07-05,04:19:10,delayed
OX2089341,Shawna,Elliott,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,23C,FWL4056,First Officer,2025-07-03,03:39:23,arrived
ZM0558845,Adam,Robles,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,18F,FWL2661,First Officer,2025-07-05,09:56:15,canceled
WJ9299063,Christopher,Graham,AA189,2025-06-19,APL1006,Model-1,AA,AMS,Amsterdam,Netherlands,DXB,Dubai,UAE,9,4C,FWL8506,Captain,2025-06-19,19:55:08,delayed
QL7614680,Victor,Salinas,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,19E,FWL8317,Captain,2025-07-27,05:41:01,departed
NL0487387,Jennifer,Henderson,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,24E,FWL4157,Captain,2025-08-13,22:02:00,on time
UV8037131,Samuel,Holt,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,1E,FWL6846,Captain,2025-07-29,14:50:41,on time
FL0364141,Patricia,Lyons,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,13B,FWL7108,Captain,2025-08-03,18:11:29,delayed
RH3704990,Charlotte,Peters,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,2B,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
YO6686104,Jacqueline,Barnes,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,26B,FWL7484,First Officer,2025-07-19,16:30:11,deviated
UV8037131,Samuel,Holt,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,9B,FWL4157,Captain,2025-08-13,22:02:00,on time
MX8042076,Melanie,Jackson,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,26C,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
MU7319198,Angela,Richardson,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,18A,FWL7484,First Officer,2025-07-19,16:30:11,deviated
TM5430959,Stephanie,Khan,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,4E,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
QL7614680,Victor,Salinas,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,24F,FWL3110,Captain,2025-07-03,15:32:49,departed
QL7614680,Victor,Salinas,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,8E,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
VU8144624,John,Rivera,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,22A,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
QS6125292,Mark,Ramirez,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,14F,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
VB7420109,James,Johnson,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,2A,FWL6424,Captain,2025-08-11,01:12:26,on time
HT1426460,Sharon,Coleman,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,20D,FWL5093,Captain,2025-07-20,08:31:34,on time
TN7475159,Veronica,Nelson,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,23F,FWL2584,Captain,2025-07-05,04:19:10,delayed
IM4653619,Sean,Hansen,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,19E,FWL7484,First Officer,2025-07-19,16:30:11,deviated
OR7064927,John,Davis,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,24B,FWL5593,First Officer,2025-07-28,08:39:57,delayed
DG6851882,Yesenia,Henderson,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,6F,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
HQ3959191,Angela,Gray,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,6F,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
EQ4061537,Peter,Crosby,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,13A,FWL2020,First Officer,2025-06-21,08:34:16,arrived
TW0210570,Keith,Robinson,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,18C,FWL1999,Captain,2025-08-13,04:49:16,on time
YC7476647,Juan,Lee,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,17A,FWL2481,Captain,2025-08-12,15:07:56,delayed
GG4929418,Stacy,Allen,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,23B,FWL3304,First Officer,2025-07-26,13:54:07,deviated
IW2144229,Cynthia,Austin,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,21E,FWL8635,First Officer,2025-07-16,17:34:54,arrived
QK5592723,Marie,Chavez,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,21E,FWL5593,First Officer,2025-07-28,08:39:57,delayed
AC2857512,Stephanie,Simmons,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,23A,FWL7323,First Officer,2025-07-21,18:45:49,departed
ID3878394,Jennifer,Savage,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,15B,FWL5278,Captain,2025-07-14,05:31:11,departed
QV7260113,Victoria,Ford,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,26E,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
PQ4033683,Angel,Bryant,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,18E,FWL2655,First Officer,2025-06-22,12:40:49,departed
XV5061132,John,Sullivan,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,12B,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
YK7140449,Kim,Smith,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,11C,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
FJ0486458,Troy,Bauer,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,7E,FWL9907,Captain,2025-06-19,18:44:34,canceled
TT5117838,James,Miranda,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,18F,FWL8317,Captain,2025-07-27,05:41:01,departed
BF2021263,Latoya,Benson,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,22C,FWL2020,First Officer,2025-06-21,08:34:16,arrived
PF9573532,David,Ayala,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,29F,FWL7471,First Officer,2025-06-21,04:23:06,canceled
ZV6609821,Sharon,Thomas,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,22C,FWL5625,First Officer,2025-06-29,17:29:58,departed
QS6125292,Mark,Ramirez,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,13C,FWL2020,First Officer,2025-06-21,08:34:16,arrived
CZ7998182,Shaun,Thomas,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,19A,FWL2641,Captain,2025-07-16,20:25:19,arrived
ZD9134244,Michelle,Thomas,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,16A,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
TH9149243,Charles,Shaw,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,13C,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
EQ4061537,Peter,Crosby,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,31A,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
NZ3586857,Crystal,Mitchell,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,3B,FWL2584,Captain,2025-07-05,04:19:10,delayed
YK7140449,Kim,Smith,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,14A,FWL4157,Captain,2025-08-13,22:02:00,on time
SZ9837054,Laura,Lee,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,23F,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
HB9896449,Joshua,Luna,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,5F,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
OH1669540,Benjamin,Le,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,15F,FWL7108,Captain,2025-08-03,18:11:29,delayed
GG4929418,Stacy,Allen,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,3A,FWL5625,First Officer,2025-06-29,17:29:58,departed
RH3704990,Charlotte,Peters,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,26C,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
VZ4103713,Alexis,Gomez,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,19B,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
GG7937066,Jeffrey,Jones,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,11A,FWL6846,Captain,2025-07-29,14:50:41,on time
QP2656047,Allison,Parks,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,4E,FWL4157,Captain,2025-08-13,22:02:00,on time
MO3215725,Brenda,Crane,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,23A,FWL5625,First Officer,2025-06-29,17:29:58,departed
TM5430959,Stephanie,Khan,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,4C,FWL2661,First Officer,2025-07-05,09:56:15,canceled
AC2857512,Stephanie,Simmons,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,6C,FWL7512,First Officer,2025-06-24,02:39:58,on time
WH7895951,Gabriel,Huffman,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,13F,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
MO2842572,Benjamin,Cruz,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,6E,FWL8317,Captain,2025-07-27,05:41:01,departed
AU2150722,Michael,Pennington,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,24D,FWL8417,First Officer,2025-08-08,18:18:12,deviated
AU7746305,Mark,Hawkins,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,21B,FWL9907,Captain,2025-06-19,18:44:34,canceled
AB5293098,Jennifer,Gardner,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,26F,FWL4157,Captain,2025-08-13,22:02:00,on time
UU5751668,Eric,James,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,18E,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
MV4060153,Matthew,Peterson,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,2A,FWL2020,First Officer,2025-06-21,08:34:16,arrived
UN6547056,Joshua,Klein,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,26E,FWL7512,First Officer,2025-06-24,02:39:58,on time
FL2283554,Daniel,Cline,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,10B,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
EZ2115924,Elaine,Simpson,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,11B,FWL8635,First Officer,2025-07-16,17:34:54,arrived
WI1908112,Jose,Cohen,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,27C,FWL4056,First Officer,2025-07-03,03:39:23,arrived
MG5592962,Mark,Thomas,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,6F,FWL2020,First Officer,2025-06-21,08:34:16,arrived
NT2089414,Brianna,Johnson,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,30F,FWL4974,First Officer,2025-07-07,06:55:11,arrived
IR0074184,Riley,Miranda,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,10F,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
FG1784619,Philip,King,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,4B,FWL3435,Captain,2025-06-29,02:06:45,arrived
NU7117287,Suzanne,Ingram,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,22C,FWL7323,First Officer,2025-07-21,18:45:49,departed
OD2670454,Heather,Potter,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,20A,FWL9907,Captain,2025-06-19,18:44:34,canceled
MG5592962,Mark,Thomas,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,16D,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
NK6217435,John,Hansen,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,22C,FWL4056,First Officer,2025-07-03,03:39:23,arrived
MO3215725,Brenda,Crane,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,24C,FWL8635,First Officer,2025-07-16,17:34:54,arrived
TW0210570,Keith,Robinson,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,1C,FWL2481,Captain,2025-08-12,15:07:56,delayed
AT2433775,Henry,Beasley,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,23F,FWL3110,Captain,2025-07-03,15:32:49,departed
YR7341374,Debra,Lamb,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,12B,FWL1999,Captain,2025-08-13,04:49:16,on time
GG4929418,Stacy,Allen,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,15D,FWL8317,Captain,2025-07-27,05:41:01,departed
TM5430959,Stephanie,Khan,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,10D,FWL5593,First Officer,2025-07-28,08:39:57,delayed
AY2616192,Timothy,Mullen,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,6F,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
JB6338733,Cassandra,Stone,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,5E,FWL1999,Captain,2025-08-13,04:49:16,on time
OR7064927,John,Davis,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,24F,FWL3435,Captain,2025-06-29,02:06:45,arrived
ZG1473653,Timothy,Lowe,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,5A,FWL2641,Captain,2025-07-16,20:25:19,arrived
LK7553014,Andrew,Tanner,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,1E,FWL2584,Captain,2025-07-05,04:19:10,delayed
PI7717719,Jeffrey,Gray,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,25E,FWL1975,Captain,2025-07-06,05:03:57,delayed
YH4081467,Martin,Thomas,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,18C,FWL5625,First Officer,2025-06-29,17:29:58,departed
QW0529393,Cassandra,Hanson,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,16F,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
SS4697669,John,Thompson,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,13B,FWL9882,First Officer,2025-06-24,06:38:47,arrived
HT4538483,Kyle,Houston,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,15E,FWL8417,First Officer,2025-08-08,18:18:12,deviated
LS3381866,Tracy,Figueroa,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,13C,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
CT6360963,Kim,Carter,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,22B,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
QT2594619,Rebecca,Morales,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,17B,FWL7484,First Officer,2025-07-19,16:30:11,deviated
PF9573532,David,Ayala,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,12E,FWL2481,Captain,2025-08-12,15:07:56,delayed
OP6768635,Cindy,Dunn,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,5F,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
OK0305332,David,Rush,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,3B,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
HM0444022,Sarah,Wilkins,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,3C,FWL3110,Captain,2025-07-03,15:32:49,departed
TH3857283,Scott,Tanner,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,2F,FWL3110,Captain,2025-07-03,15:32:49,departed
SZ9837054,Laura,Lee,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,24D,FWL5278,Captain,2025-07-14,05:31:11,departed
XM0098509,Robert,Sosa,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,2A,FWL3304,First Officer,2025-07-26,13:54:07,deviated
WJ9299063,Christopher,Graham,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,23E,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
SN1244513,Glenda,Walsh,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,9E,FWL8750,Captain,2025-07-09,12:09:18,on time
QW0529393,Cassandra,Hanson,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,12D,FWL1813,First Officer,2025-07-18,17:08:45,delayed
KU9870123,Tonya,Daugherty,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,19F,FWL9882,First Officer,2025-06-24,06:38:47,arrived
ZG1473653,Timothy,Lowe,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,17D,FWL5278,Captain,2025-07-14,05:31:11,departed
ER0072310,Pamela,Smith,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,26C,FWL5278,Captain,2025-07-14,05:31:11,departed
YX8265135,Laura,Key,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,31E,FWL7323,First Officer,2025-07-21,18:45:49,departed
NZ3586857,Crystal,Mitchell,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,5D,FWL2661,First Officer,2025-07-05,09:56:15,canceled
QT2594619,Rebecca,Morales,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,3E,FWL3110,Captain,2025-07-03,15:32:49,departed
ZS3593378,Tracy,West,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,5B,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
ZR2074691,Laura,Stone,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,20F,FWL9882,First Officer,2025-06-24,06:38:47,arrived
RY3706617,Justin,Lee,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,8D,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
GG4929418,Stacy,Allen,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,8D,FWL2641,Captain,2025-07-16,20:25:19,arrived
CQ7701767,Amy,Klein,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,7E,FWL8317,Captain,2025-07-27,05:41:01,departed
SH9854339,David,Miller,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,27A,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
ZV6609821,Sharon,Thomas,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,5E,FWL5625,First Officer,2025-06-29,17:29:58,departed
SH9854339,David,Miller,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,21E,FWL8417,First Officer,2025-08-08,18:18:12,deviated
IW2144229,Cynthia,Austin,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,10A,FWL1813,First Officer,2025-07-18,17:08:45,delayed
PG1550994,Brittney,Walters,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,6E,FWL3435,Captain,2025-06-29,02:06:45,arrived
GG7937066,Jeffrey,Jones,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,2F,FWL7512,First Officer,2025-06-24,02:39:58,on time
EF9421081,Jennifer,Rose,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,7D,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
IY5773012,Susan,Saunders,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,6B,FWL8317,Captain,2025-07-27,05:41:01,departed
OM5622780,Andrew,Hart,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,10E,FWL7512,First Officer,2025-06-24,02:39:58,on time
QW8833778,Breanna,Roberts,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,22E,FWL4056,First Officer,2025-07-03,03:39:23,arrived
PT6174774,Marissa,Jones,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,22D,FWL2481,Captain,2025-08-12,15:07:56,delayed
WZ8807398,Jessica,Lee,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,13D,FWL3110,Captain,2025-07-03,15:32:49,departed
